asset_id,eodhd_symbol,instrument_type,clase,grupo,nombre,divisa,incluir
LU1966822956,LU1966822956.EUFUND,FUND,MIXED,fondos-mixtos,Cartesio Funds Income R,EUR,si
ES0116567035,ES0116567035.EUFUND,FUND,MIXED,fondos-mixtos,CARTESIO X  FI,EUR,si
LU1298174530,LU1298174530.EUFUND,FUND,MIXED,fondos-mixtos,CT (Lux) - Global Multi Asset Income Class AE (EUR Accumulation Shares),EUR,si
LU0512121004,LU0512121004.EUFUND,FUND,MIXED,fondos-mixtos,DNCA Invest Eurose Class B shares EUR,EUR,si
LU0284394821,LU0284394821.EUFUND,FUND,MIXED,fondos-mixtos,DNCA Invest Évolutif B EUR,EUR,si
ES0128067008,ES0128067008.EUFUND,FUND,MIXED,fondos-mixtos,DUX MIXTO VARIABLE  FI,EUR,si
LU0087412390,LU0087412390.EUFUND,FUND,MIXED,fondos-mixtos,DWS Concept DJE Alpha Renten Global LC,EUR,si
LU0599946893,LU0599946893.EUFUND,FUND,MIXED,fondos-mixtos,DWS Concept Kaldemorgen EUR LC,EUR,si
LU0599947198,LU0599947198.EUFUND,FUND,MIXED,fondos-mixtos,DWS Concept Kaldemorgen EUR NC,EUR,si
DE000DWS17J0,DE000DWS17J0.EUFUND,FUND,MIXED,fondos-mixtos,DWS ESG Dynamic Opportunities LC,EUR,si
LU2050544563,LU2050544563.EUFUND,FUND,MIXED,fondos-mixtos,DWS ESG Multi Asset Dynamic LC,EUR,si
DE0005318406,DE0005318406.EUFUND,FUND,MIXED,fondos-mixtos,DWS ESG Stiftungsfonds LD,EUR,si
LU1868537090,LU1868537090.EUFUND,FUND,MIXED,fondos-mixtos,DWS Invest ESG Dynamic Opportunities LC,EUR,si
LU1961009468,LU1961009468.EUFUND,FUND,MIXED,fondos-mixtos,DWS Strategic Allocation Balance NC,EUR,si
LU1740985814,LU1740985814.EUFUND,FUND,MIXED,fondos-mixtos,DWS Strategic Allocation Dynamic LD,EUR,si
LU1276000236,LU1276000236.EUFUND,FUND,MIXED,fondos-mixtos,Edmond de Rothschild Fund - Income Europe R EUR,EUR,si
FR0010041822,FR0010041822.EUFUND,FUND,MIXED,fondos-mixtos,Edmond de Rothschild Patrimoine A,EUR,si
FR0013219243,FR0013219243.EUFUND,FUND,MIXED,fondos-mixtos,EdR SICAV - Equity Euro Solve A EUR,EUR,si
LU0251131362,LU0251131362.EUFUND,FUND,MIXED,fondos-mixtos,Fidelity Funds - Fidelity Target™ 2030 Fund A-Acc-EUR,EUR,si
LU0251119078,LU0251119078.EUFUND,FUND,MIXED,fondos-mixtos,Fidelity Funds - Fidelity Target™ 2035 Fund A-Acc-EUR,EUR,si
LU1095739733,LU1095739733.EUFUND,FUND,MIXED,fondos-mixtos,First Eagle Amundi Income Builder Fund Class AE-QD Shares,EUR,si
LU0565135745,LU0565135745.EUFUND,FUND,MIXED,fondos-mixtos,First Eagle Amundi International Fund Class AE-C Shares,EUR,si
LU0565136552,LU0565136552.EUFUND,FUND,MIXED,fondos-mixtos,First Eagle Amundi International Fund Class FE-C Shares,EUR,si
LU1245470593,LU1245470593.EUFUND,FUND,MIXED,fondos-mixtos,Flossbach von Storch - Multi Asset Defensive ET,EUR,si
LU1245469744,LU1245469744.EUFUND,FUND,MIXED,fondos-mixtos,Flossbach von Storch - Multiple Opportunities II ET,EUR,si
ES0138936036,ES0138936036.EUFUND,FUND,MIXED,fondos-mixtos,FONDIBAS  FI,EUR,si
ES0138930005,ES0138930005.EUFUND,FUND,MIXED,fondos-mixtos,FONVALCEM  FI,EUR,si
ES0175604034,ES0175604034.EUFUND,FUND,MIXED,fondos-mixtos,GESCONSULT LEON VALORES MIXTO FLEXIBLE  FI - CLASE A,EUR,si
ES0175604000,ES0175604000.EUFUND,FUND,MIXED,fondos-mixtos,GESCONSULT LEON VALORES MIXTO FLEXIBLE  FI - CLASE B,EUR,si
ES0138217031,ES0138217031.EUFUND,FUND,MIXED,fondos-mixtos,GESCONSULT RENTA FIJA FLEXIBLE  FI,EUR,si
ES0142046038,ES0142046038.EUFUND,FUND,MIXED,fondos-mixtos,GESEM  FI,EUR,si
ES0131462022,0P00017QSQ.F,FUND,MIXED,fondos-mixtos,GESTION BOUTIQUE V  FI,EUR,si
ES0110407006,ES0110407006.EUFUND,FUND,MIXED,fondos-mixtos,GESTION BOUTIQUE VI  FI,EUR,si
ES0116848005,ES0116848005.EUFUND,FUND,MIXED,fondos-mixtos,GLOBAL ALLOCATION  FI,EUR,si
LU0121216526,LU0121216526.EUFUND,FUND,MIXED,fondos-mixtos,Goldman Sachs Patrimonial Aggressive - X Cap EUR,EUR,si
LU0119195963,LU0119195963.EUFUND,FUND,MIXED,fondos-mixtos,Goldman Sachs Patrimonial Balanced - P Cap EUR,EUR,si
ES0148181003,ES0148181003.EUFUND,FUND,MIXED,fondos-mixtos,INDEXA RV MIXTA INTERNACIONAL 75  FI,EUR,si
LU0243957239,LU0243957239.EUFUND,FUND,MIXED,fondos-mixtos,Invesco Funds - Invesco Pan European High Income Fund A Accumulation EUR,EUR,si
LU0243957742,LU0243957742.EUFUND,FUND,MIXED,fondos-mixtos,Invesco Funds - Invesco Pan European High Income Fund E Accumulation EUR,EUR,si
LU0404220724,LU0404220724.EUFUND,FUND,MIXED,fondos-mixtos,JPMorgan Investment Funds - Global Income Fund D (div) EUR,EUR,si
LU1582988306,LU1582988306.EUFUND,FUND,MIXED,fondos-mixtos,M&G (Lux) Dynamic Allocation Fund EUR B Acc,EUR,si
ES0162211033,ES0162211033.EUFUND,FUND,MIXED,fondos-mixtos,MERCH-EUROUNION  FI,EUR,si
ES0138914033,ES0138914033.EUFUND,FUND,MIXED,fondos-mixtos,MERCH-FONTEMAR  FI,EUR,si
ES0162305033,ES0162305033.EUFUND,FUND,MIXED,fondos-mixtos,MERCH-OPORTUNIDADES  FI,EUR,si
ES0182105033,ES0182105033.EUFUND,FUND,MIXED,fondos-mixtos,MERCH-UNIVERSAL  FI,EUR,si
LU1442549025,LU1442549025.EUFUND,FUND,MIXED,fondos-mixtos,MFS Meridian Funds - Prudent Capital Fund A1 EUR,EUR,si
LU0583242994,LU0583242994.EUFUND,FUND,MIXED,fondos-mixtos,MFS Meridian Funds - Prudent Wealth Fund A1 EUR,EUR,si
LU0227385266,LU0227385266.EUFUND,FUND,MIXED,fondos-mixtos,Nordea 1 - Stable Return Fund E EUR,EUR,si
ES0118537002,ES0118537002.EUFUND,FUND,MIXED,fondos-mixtos,OLEA NEUTRAL  FI,EUR,si
FR0011253624,FR0011253624.EUFUND,FUND,MIXED,fondos-mixtos,R-co Valor C EUR,EUR,si
FR0011261197,FR0011261197.EUFUND,FUND,MIXED,fondos-mixtos,R-co Valor F EUR,EUR,si
ES0173323009,ES0173323009.EUFUND,FUND,MIXED,fondos-mixtos,RENTA 4 WERTEFINDER  FI,EUR,si
FR0010286013,FR0010286013.EUFUND,FUND,MIXED,fondos-mixtos,Sextant Grand Large A,EUR,si
ES0161992005,ES0161992005.EUFUND,FUND,MIXED,fondos-mixtos,SIGMA INVESTMENT HOUSE CAPITAL  FI,EUR,si
LU1899018953,LU1899018953.EUFUND,FUND,MIXED,fondos-mixtos,Sigma Investment House FCP - Best Blackrock Class A EUR Accumulation,EUR,si
LU1697018494,LU1697018494.EUFUND,FUND,MIXED,fondos-mixtos,Sigma Investment House FCP - Best JP Morgan Class A EUR,EUR,si
LU1899018870,LU1899018870.EUFUND,FUND,MIXED,fondos-mixtos,Sigma Investment House FCP - Best M&G Class A EUR Accumulation,EUR,si
LU1697018064,LU1697018064.EUFUND,FUND,MIXED,fondos-mixtos,Sigma Investment House FCP - Best Morgan Stanley Class A EUR,EUR,si
LU1697016019,LU1697016019.EUFUND,FUND,MIXED,fondos-mixtos,Sigma Investment House FCP - Selection AggressiveClass A EUR,EUR,si
LU1697016878,LU1697016878.EUFUND,FUND,MIXED,fondos-mixtos,Sigma Investment House FCP - Selection Conservative Class A EUR,EUR,si
LU1697016365,LU1697016365.EUFUND,FUND,MIXED,fondos-mixtos,Sigma Investment House FCP - Selection Defensive Class A EUR,EUR,si
LU1697017686,LU1697017686.EUFUND,FUND,MIXED,fondos-mixtos,Sigma Investment House FCP - Selection Dynamic Class A EUR,EUR,si
LU1697017256,LU1697017256.EUFUND,FUND,MIXED,fondos-mixtos,Sigma Investment House FCP - Selection Moderate Class A EUR,EUR,si
ES0158600033,ES0158600033.EUFUND,FUND,MIXED,fondos-mixtos,SIGMA INVESTMENT HOUSE FLEXIBLE GLOBAL  FI,EUR,si
LU0842066523,LU0842066523.EUFUND,FUND,MIXED,fondos-mixtos,SIH FCP - Balanced A Classic,EUR,si
LU0568620560,LU0568620560.EUFUND,FUND,MONEY_MARKET,fondos-monetarios,Amundi Funds - Cash EUR A2 EUR (C),EUR,si
LU0568620727,LU0568620727.EUFUND,FUND,MONEY_MARKET,fondos-monetarios,Amundi Funds - Cash EUR G2 EUR (C),EUR,si
LU0093583077,LU0093583077.EUFUND,FUND,MONEY_MARKET,fondos-monetarios,Candriam Money Market Euro C Acc EUR,EUR,si
FR0000989626,FR0000989626.EUFUND,FUND,MONEY_MARKET,fondos-monetarios,Groupama Trésorerie IC,EUR,si
LU0252500524,LU0252500524.EUFUND,FUND,MONEY_MARKET,fondos-monetarios,JPMorgan Funds - EUR Money Market VNAV Fund D (acc) EUR,EUR,si
LU1873127366,LU1873127366.EUFUND,FUND,MONEY_MARKET,fondos-monetarios,JPMorgan Liquidity Funds - EUR Liquidity LVNAV Fund A (acc.),EUR,si
LU1373035234,LU1373035234.EUFUND,FUND,OTHER,fondos-otros,BlackRock Strategic Funds - BLK Systematic Style Factor Absolute Return Fund Class E2 Hedged EUR,EUR,si
FR0010794792,FR0010794792.EUFUND,FUND,OTHER,fondos-otros,Candriam Diversified Futures Classique,EUR,si
ES0175414012,ES0175414012.EUFUND,FUND,OTHER,fondos-otros,DUNAS VALOR EQUILIBRADO FI,EUR,si
ES0175316019,ES0175316019.EUFUND,FUND,OTHER,fondos-otros,DUNAS VALOR FLEXIBLE FI,EUR,si
ES0175437005,ES0175437005.EUFUND,FUND,OTHER,fondos-otros,DUNAS VALOR PRUDENTE FI,EUR,si
ES0127097030,ES0127097030.EUFUND,FUND,OTHER,fondos-otros,DUX RENTINVER RENTA FIJA  FI,EUR,si
LU1103307408,LU1103307408.EUFUND,FUND,OTHER,fondos-otros,Goldman Sachs Absolute Return Tracker Portfolio Other Currency Acc EUR-Hedged,EUR,si
LU0398684661,LU0398684661.EUFUND,FUND,OTHER,fondos-otros,Goldman Sachs Alternative Beta - P Cap EUR (hedged i),EUR,si
LU0503253931,LU0503253931.EUFUND,FUND,OTHER,fondos-otros,Invesco Funds SICAV - Invesco Commodity Allocation Fund E (EUR)-Acc Shares,EUR,si
LU0607983896,LU0607983896.EUFUND,FUND,OTHER,fondos-otros,Nordea 1 - Alpha 15 MA Fund BP EUR,EUR,si
FR0011170182,FR0011170182.EUFUND,FUND,OTHER,fondos-otros,Ofi Invest Precious Metals R,EUR,si
ES0105336038,BBVAI.MC,ETF,EQUITY,etf,Accion IBEX 35 Cotizado Armonizado FI,EUR,si
IE00B3Q19T94,S7XE.XETRA,ETF,EQUITY,etf,Invesco EURO STOXX Optimised Banks UCITS ETF,EUR,si
DE0005933956,EXW1.XETRA,ETF,EQUITY,etf,iShares Core EURO STOXX 50 UCITS ETF (DE),EUR,si
IE00BDBRDM35,EUNA.XETRA,ETF,FIXED_INCOME,etf,iShares Core Global Aggregate Bond UCITS ETF EUR Hedged (Acc),EUR,si
IE00B6R52259,IUSQ.XETRA,ETF,EQUITY,etf,iShares MSCI ACWI UCITS ETF USD (Acc) EUR,EUR,si
DE000A0F5UJ7,EXV1.XETRA,ETF,EQUITY,etf,iShares STOXX Europe 600 Banks UCITS ETF (DE),EUR,si
IE00B53L3W79,SXRT.XETRA,ETF,EQUITY,etf,iShares VII PLC - iShares Core EURO STOXX 50 ETF EUR Acc,EUR,si
LU0290358497,XEON.XETRA,ETF,MONEY_MARKET,etf,Xtrackers II EUR Overnight Rate Swap UCITS ETF 1C,EUR,si
ES0125220311,ANA.MC,STOCK,EQUITY,acciones,Acciona,EUR,si
ES0132105018,ACX.MC,STOCK,EQUITY,acciones,Acerinox,EUR,si
ES0167050915,ACS.MC,STOCK,EQUITY,acciones,ACS Actividades de Construccion y Servicios SA,EUR,si
DE000A1EWWW0,ADS.XETRA,STOCK,EQUITY,acciones,adidas AG,EUR,si
NL0012969182,ADYEN.AS,STOCK,EQUITY,acciones,Adyen NV,EUR,si
ES0105046009,AENA.MC,STOCK,EQUITY,acciones,Aena S.M.E.  S.A.,EUR,si
NL0000235190,AIR.PA,STOCK,EQUITY,acciones,Airbus Group SE,EUR,si
ES0109067019,AMS.MC,STOCK,EQUITY,acciones,Amadeus IT Group S.A.,EUR,si
LU1598757687,MT.AS,STOCK,EQUITY,acciones,ArcelorMittal SA,EUR,si
ES0113211835,BBVA.MC,STOCK,EQUITY,acciones,Banco Bilbao Vizcaya Argentaria SA,EUR,si
ES0113860A34,SAB.MC,STOCK,EQUITY,acciones,Banco de Sabadell S.A,EUR,si
ES0113900J37,SAN.MC,STOCK,EQUITY,acciones,Banco Santander S.A.,EUR,si
ES0113679I37,BKT.MC,STOCK,EQUITY,acciones,Bankinter,EUR,si
DE000BAY0017,BAYN.XETRA,STOCK,EQUITY,acciones,Bayer AG NA,EUR,si
DE0005190003,BMW.XETRA,STOCK,EQUITY,acciones,Bayerische Motoren Werke Aktiengesellschaft,EUR,si
FR0000131104,BNP.PA,STOCK,EQUITY,acciones,BNP Paribas SA,EUR,si
ES0140609019,CABK.MC,STOCK,EQUITY,acciones,Caixabank SA,EUR,si
ES0105066007,CLNX.MC,STOCK,EQUITY,acciones,Cellnex Telecom SA,EUR,si
ES0105027009,LOG.MC,STOCK,EQUITY,acciones,Cia de Distribucion Integral,EUR,si
ES0105563003,ANE.MC,STOCK,EQUITY,acciones,Corporacion Acciona Energias Renovables SA,EUR,si
FR0000120644,BN.PA,STOCK,EQUITY,acciones,Danone SA,EUR,si
DE0005140008,DBK.XETRA,STOCK,EQUITY,acciones,Deutsche Bank Aktiengesellschaft,EUR,si
DE0005810055,DB1.XETRA,STOCK,EQUITY,acciones,Deutsche Börse AG,EUR,si
DE0005552004,DHL.XETRA,STOCK,EQUITY,acciones,Deutsche Post AG,EUR,si
ES0130960018,ENG.MC,STOCK,EQUITY,acciones,Enagás S.A.,EUR,si
ES0130670112,ELE.MC,STOCK,EQUITY,acciones,Endesa SA,EUR,si
IT0003128367,ENL.XETRA,STOCK,EQUITY,acciones,Enel SpA,EUR,si
IT0003132476,ENI.XETRA,STOCK,EQUITY,acciones,ENI S.p.A.,EUR,si
FR0000121667,EL.PA,STOCK,EQUITY,acciones,EssilorLuxottica S. A.,EUR,si
ES0118900010,FER.MC,STOCK,EQUITY,acciones,Ferrovial N.V.,EUR,si
ES0137650018,FDR.MC,STOCK,EQUITY,acciones,Fluidra,EUR,si
ES0171996087,GRF.MC,STOCK,EQUITY,acciones,Grifols S.A.,EUR,si
FR0000052292,RMS.PA,STOCK,EQUITY,acciones,Hermes International SCA,EUR,si
ES0144580Y14,IBE.MC,STOCK,EQUITY,acciones,Iberdrola S.A.,EUR,si
ES0118594417,IDR.MC,STOCK,EQUITY,acciones,Indra A,EUR,si
ES0148396007,ITX.MC,STOCK,EQUITY,acciones,Industria de Diseno Textil SA,EUR,si
DE0006231004,IFX.XETRA,STOCK,EQUITY,acciones,Infineon Technologies AG,EUR,si
NL0011821202,INGA.AS,STOCK,EQUITY,acciones,ING Groep NV,EUR,si
ES0139140174,COL.MC,STOCK,EQUITY,acciones,Inmobiliaria Colonial SA,EUR,si
ES0177542018,IAG.MC,STOCK,EQUITY,acciones,International Consolidated Airlines Group S.A,EUR,si
IT0000072618,IES.XETRA,STOCK,EQUITY,acciones,Intesa Sanpaolo SpA,EUR,si
FR0000121485,KER.PA,STOCK,EQUITY,acciones,Kering SA,EUR,si
NL0011794037,AD.AS,STOCK,EQUITY,acciones,Koninklijke Ahold Delhaize NV,EUR,si
ES0157261019,ROVI.MC,STOCK,EQUITY,acciones,Laboratorios Farmaceuticos ROVI,EUR,si
FR0000120321,OR.PA,STOCK,EQUITY,acciones,LOréal S.A.,EUR,si
FR0000121014,MC.PA,STOCK,EQUITY,acciones,LVMH Moët Hennessy - Louis Vuitton,EUR,si
ES0124244E34,MAP.MC,STOCK,EQUITY,acciones,Mapfre,EUR,si
ES0176252718,MEL.MC,STOCK,EQUITY,acciones,Melia Hotels,EUR,si
DE0007100000,MBG.XETRA,STOCK,EQUITY,acciones,Mercedes-Benz Group AG,EUR,si
ES0105025003,MRL.MC,STOCK,EQUITY,acciones,Merlin Properties SOCIMI SA,EUR,si
DE0008430026,MUV2.XETRA,STOCK,EQUITY,acciones,Münchener Rück AG,EUR,si
ES0116870314,NTGY.MC,STOCK,EQUITY,acciones,Naturgy Energy Group SA,EUR,si
FI4000297767,NDA-FI.HE,STOCK,EQUITY,acciones,Nordea Bank Abp,EUR,si
FR0000120693,RI.PA,STOCK,EQUITY,acciones,Pernod Ricard S.A.,EUR,si
NL0013654783,PRX.AS,STOCK,EQUITY,acciones,Prosus N.V.,EUR,si
ES0173093024,RED.MC,STOCK,EQUITY,acciones,Redeia Corporacion S.A.,EUR,si
ES0173516115,REP.MC,STOCK,EQUITY,acciones,Repsol S.A.,EUR,si
ES0182870214,SCYR.MC,STOCK,EQUITY,acciones,Sacyr SA,EUR,si
FR0000073272,SAF.PA,STOCK,EQUITY,acciones,Safran SA,EUR,si
FR0000120578,SAN.PA,STOCK,EQUITY,acciones,Sanofi SA,EUR,si
DE0007164600,SAP.XETRA,STOCK,EQUITY,acciones,SAP SE,EUR,si
FR0000121972,SU.PA,STOCK,EQUITY,acciones,Schneider Electric S.E.,EUR,si
DE0007236101,SIE.XETRA,STOCK,EQUITY,acciones,Siemens Aktiengesellschaft,EUR,si
ES0143416115,SGRE.MC,STOCK,EQUITY,acciones,Siemens Gamesa Renewable Energy S.A.,EUR,si
ES0165386014,SLR.MC,STOCK,EQUITY,acciones,Solaria Energía y Medio Ambiente S.A,EUR,si
ES0178430E18,TEF.MC,STOCK,EQUITY,acciones,Telefonica,EUR,si
FR0000120271,TTE.PA,STOCK,EQUITY,acciones,TotalEnergies SE,EUR,si
ES0105394003,TSK.MC,STOCK,EQUITY,acciones,TSK ELECTRONICA Y ELECTRICIDAD,EUR,si
ES0132945017,TUB.MC,STOCK,EQUITY,acciones,Tubacex S.A,EUR,si
ES0180907000,UNI.MC,STOCK,EQUITY,acciones,Unicaja Banco SA,EUR,si
IT0005239360,CRIN.XETRA,STOCK,EQUITY,acciones,UniCredit SpA,EUR,si
FR0000125486,DG.PA,STOCK,EQUITY,acciones,Vinci S.A.,EUR,si
DE0007664039,VOW3.XETRA,STOCK,EQUITY,acciones,Volkswagen AG VZO O.N.,EUR,si
DE000A1ML7J1,VNA.XETRA,STOCK,EQUITY,acciones,Vonovia SE,EUR,si
